,Length,Width,Thickness,Area,Perimeter,Roundness,Solidity,Compactness,AspectRatio,Eccentricity,Extent,Convex hull,Type
1433,239.2413,0,65.534,11323.5,536.3503,0.2519,0.9827,2.0217,0,0,0.7866,11523,MAMRA
1434,241.4913,0,66.7551,11419.5,536.3503,0.2493,0.9811,2.0047,0,0,0.7804,11639.5,MAMRA
1435,240.4522,0,66.8046,11513,541.7645,0.2535,0.984,2.0287,0,0,0.7897,11700,MAMRA
1436,241.2524,0,68.6087,11713.5,547.1787,0.2562,0.9818,2.0341,0,0,0.7839,11930.5,MAMRA
1437,0,181.5015,114.0284,15341,505.1026,0,0.9536,1.3234,0,0,0.7321,16087,MAMRA
1438,0,183.3993,114.6897,15515,508.7594,0,0.9557,1.3276,0,0,0.7301,16235,MAMRA
1439,0,181.6675,114.4679,15237,500.2742,0,0.9559,1.3071,0,0,0.7314,15940,MAMRA
1440,0,180.5796,112.6361,15138,500.7594,0,0.9526,1.3182,0,0,0.7282,15892,MAMRA
1441,197.7792,0,83.9986,12667.5,489.6051,0.4123,0.9599,1.5059,0,0,0.7285,13197,MAMRA
1442,198.783,0,83.6188,12697.5,491.6051,0.4091,0.9574,1.5146,0,0,0.7264,13263,MAMRA
1443,201.9196,0,85.3774,13104.5,497.4041,0.4092,0.9599,1.5024,0,0,0.7223,13652.5,MAMRA
1444,200.0086,0,85.3401,12910,493.1615,0.4109,0.9602,1.4991,0,0,0.723,13445,MAMRA
1445,265.856,143.3729,0,28326.5,716.7422,0.5103,0.9707,1.4432,1.8543,0.8421,0.7357,29182,MAMRA
1446,261.9712,140.1589,0,27889,754.8427,0.5174,0.9655,1.6258,1.8691,0.8448,0.744,28885.5,MAMRA
1447,268.967,138.1934,0,27735,734.0143,0.4881,0.9661,1.5459,1.9463,0.8579,0.7509,28708,MAMRA
1448,263.8046,138.5214,0,27528.5,723.7716,0.5036,0.9699,1.5143,1.9044,0.851,0.7423,28383,MAMRA
1449,258.8854,151.0857,0,28458.5,793.9726,0.5406,0.9613,1.7627,1.7135,0.812,0.7759,29603.5,MAMRA
1450,263.3467,146.808,0,28343.5,754.1737,0.5204,0.9617,1.5969,1.7938,0.8302,0.7672,29473.5,MAMRA
1451,265.8601,143.0287,0,28483.5,758.8011,0.5131,0.9608,1.6086,1.8588,0.843,0.7656,29645.5,MAMRA
1452,271.8512,148.8674,0,30113.5,849.2275,0.5188,0.9455,1.9058,1.8261,0.8367,0.7491,31848,MAMRA
1453,272.4078,0,83.7574,16884,732.132,0.2897,0.8926,2.5264,0,0,0.7295,18915.5,MAMRA
1454,271.1394,0,87.2376,16832.5,708.7178,0.2915,0.9086,2.3746,0,0,0.7218,18526.5,MAMRA
1455,273.004,0,85.246,17469.5,741.6884,0.2984,0.9173,2.5058,0,0,0.7137,19044.5,MAMRA
1456,275.4086,0,83.4236,17226.5,682.9188,0.2892,0.9332,2.1544,0,0,0.7306,18460,MAMRA
1457,268.9263,0,86.4657,17895,651.9899,0.315,0.9508,1.8903,0,0,0.756,18821,MAMRA
1458,272.9948,0,88.3185,18592.5,704.0315,0.3176,0.9548,2.1215,0,0,0.7432,19472,MAMRA
1459,276.4275,0,88.3352,18914,706.4163,0.3152,0.9511,2.0996,0,0,0.7293,19886,MAMRA
1460,275.0707,0,88.6077,19038.5,780.8011,0.3204,0.9428,2.5482,0,0,0.7189,20194,MAMRA
1461,0,154.2164,72.2122,8742,471.9899,0,0.9409,2.0279,0,0,0.714,9291.5,MAMRA
1462,0,149.4537,74.6576,8638,470.333,0,0.9221,2.0379,0,0,0.6545,9368,MAMRA
1463,0,146.8316,73.4375,8357.5,435.9483,0,0.9359,1.8096,0,0,0.6572,8929.5,MAMRA
1464,0,148.7628,74.5313,8475.5,463.262,0,0.8958,2.015,0,0,0.5989,9461.5,MAMRA
1465,0,149.6976,103.6151,11804.5,443.262,0,0.9711,1.3245,0,0,0.7394,12155.5,MAMRA
1466,0,148.7309,106.0243,11920,467.1615,0,0.964,1.457,0,0,0.7055,12365,MAMRA
1467,0,151.8274,101.3163,11724.5,440.4335,0,0.9724,1.3166,0,0,0.7441,12057,MAMRA
1468,0,149.6376,101.1869,11625.5,446.7767,0,0.9694,1.3663,0,0,0.75,11992.5,MAMRA
1469,278.7986,144.6711,0,29347,715.8721,0.4807,0.9859,1.3896,1.9271,0.8548,0.7875,29765.5,MAMRA
1470,282.1877,143.5031,0,29308.5,717.2864,0.4686,0.9849,1.397,1.9664,0.861,0.7808,29757.5,MAMRA
1471,278.8488,143.9992,0,29243.5,719.7716,0.4789,0.9828,1.4098,1.9365,0.8563,0.7762,29754.5,MAMRA
1472,280.9515,144.6312,0,29317,718.7006,0.4729,0.9829,1.4021,1.9425,0.8573,0.781,29827.5,MAMRA
1473,273.2241,133.1544,0,27069.5,687.6295,0.4617,0.9834,1.39,2.0519,0.8732,0.7568,27527,MAMRA
1474,269.7564,135.225,0,27254,690.2153,0.4769,0.9831,1.391,1.9949,0.8653,0.7535,27723,MAMRA
1475,270.2518,134.7461,0,27305,687.8721,0.476,0.9841,1.379,2.0056,0.8668,0.7549,27747,MAMRA
1476,269.6526,135.4039,0,27534,693.0437,0.4821,0.9839,1.3882,1.9915,0.8648,0.7584,27985,MAMRA
1477,280.6803,0,73.2041,15597,622.0488,0.2521,0.9797,1.9742,0,0,0.7994,15919.5,MAMRA
1478,284.375,0,73.9612,15908.5,626.6346,0.2505,0.9809,1.9642,0,0,0.7953,16217.5,MAMRA
1479,280.9927,0,73.5523,15767.5,624.2914,0.2543,0.9802,1.967,0,0,0.7912,16085.5,MAMRA
1480,285.14,0,74.0265,15983,628.0488,0.2503,0.9778,1.9639,0,0,0.7991,16346.5,MAMRA
1481,256.7912,0,70.6343,13893,589.7056,0.2683,0.9703,1.9919,0,0,0.7614,14318,MAMRA
1482,258.3476,0,69.9909,13949,592.8772,0.2661,0.9733,2.0053,0,0,0.7694,14332,MAMRA
1483,258.0379,0,71.002,14080,599.7056,0.2692,0.9724,2.0327,0,0,0.7707,14480,MAMRA
1484,257.4064,0,70.234,13945.5,588.6346,0.268,0.9767,1.9772,0,0,0.7834,14277.5,MAMRA
1485,0,170.7176,78.7744,10401,443.9899,0,0.9716,1.5082,0,0,0.7032,10704.5,MAMRA
1486,0,171.7103,80.0577,10601,446.132,0,0.9694,1.4941,0,0,0.6966,10936,MAMRA
1487,0,173.827,81.4443,11007.5,457.5462,0,0.9725,1.5135,0,0,0.6949,11319,MAMRA
1488,0,185.391,81.1923,11722,473.9899,0,0.9706,1.5252,0,0,0.7123,12077,MAMRA
1489,0,166.3714,75.4321,9843,425.5046,0,0.9769,1.4638,0,0,0.7286,10075.5,MAMRA
1490,0,169.4947,77.0125,10233,435.1615,0,0.9757,1.4726,0,0,0.7219,10487.5,MAMRA
1491,0,170.961,76.7118,10229.5,434.9188,0,0.977,1.4715,0,0,0.7349,10470,MAMRA
1492,0,171.828,77.3448,10388,439.9899,0,0.9763,1.483,0,0,0.7246,10640.5,MAMRA
1493,241.6067,139.4855,0,26148,666.0143,0.5703,0.9825,1.35,1.7321,0.8165,0.7694,26613.5,MAMRA
1494,244.051,141.2113,0,26811.5,670.1148,0.5732,0.9795,1.3328,1.7283,0.8156,0.7845,27371.5,MAMRA
1495,244.0106,140.9523,0,26651,665.8721,0.5699,0.9802,1.3239,1.7312,0.8163,0.7831,27188,MAMRA
1496,244.7025,141.6194,0,26727.5,668.2569,0.5683,0.9803,1.3296,1.7279,0.8155,0.7799,27263.5,MAMRA
1497,255.7298,142.1039,0,28206.5,683.5706,0.5492,0.9837,1.3183,1.7996,0.8314,0.7706,28673,MAMRA
1498,254.5886,143.4962,0,28353.5,685.0853,0.557,0.9827,1.3173,1.7742,0.826,0.7612,28853.5,MAMRA
1499,252.6419,142.4345,0,27837,682.0143,0.5553,0.9826,1.3297,1.7737,0.8259,0.7646,28331,MAMRA
1500,251.7479,143.6998,0,27986,680.0143,0.5622,0.9837,1.3149,1.7519,0.8211,0.7604,28449,MAMRA
1501,252.7806,0,86.8563,16542.5,621.8894,0.3296,0.9462,1.8604,0,0,0.7164,17484,MAMRA
1502,253.7713,0,88.0237,16588,626.6173,0.328,0.9342,1.8837,0,0,0.7059,17755.5,MAMRA
1503,255.8645,0,86.8254,16812,639.4457,0.327,0.9443,1.9354,0,0,0.7069,17803,MAMRA
1504,256.2732,0,88.8722,16775.5,651.0021,0.3252,0.9411,2.0104,0,0,0.7187,17826,MAMRA
1505,255.9733,0,81.6809,15038.5,607.7473,0.2922,0.9595,1.9545,0,0,0.7338,15673,MAMRA
1506,249.3809,0,83.2049,15070,601.7056,0.3085,0.9642,1.9118,0,0,0.757,15629,MAMRA
1507,249.3166,0,82.8727,15027.5,645.8894,0.3078,0.9504,2.2091,0,0,0.7304,15812,MAMRA
1508,250.3212,0,83.195,14984.5,628.2325,0.3045,0.9592,2.096,0,0,0.7403,15622.5,MAMRA
1509,0,122.115,73.8057,6915.5,419.5462,0,0.9031,2.0255,0,0,0.6266,7657.5,MAMRA
1510,0,127.0008,70.819,6755,397.9899,0,0.9093,1.866,0,0,0.6809,7429,MAMRA
1511,0,124.354,71.7922,6819.5,375.6051,0,0.9401,1.6463,0,0,0.6653,7254,MAMRA
1512,0,123.7798,72.4802,6898,415.5046,0,0.9011,1.9917,0,0,0.6602,7655.5,MAMRA
1513,0,108.1903,74.4287,6177,320.7351,0,0.9471,1.3253,0,0,0.6848,6522,MAMRA
1514,0,107.7466,75.3898,6198.5,320.9777,0,0.9452,1.3227,0,0,0.6851,6558,MAMRA
1515,0,107.8664,75.9631,6185,321.0782,0,0.9469,1.3264,0,0,0.69,6532,MAMRA
1516,0,108.4175,73.9682,6037,311.5635,0,0.95,1.2796,0,0,0.6798,6355,MAMRA
1517,275.6949,143.6913,0,30555.5,719.0853,0.5118,0.9875,1.3467,1.9187,0.8534,0.7776,30942.5,MAMRA
1518,277.3642,143.948,0,30582.5,718.6001,0.5062,0.9887,1.3437,1.9268,0.8548,0.7837,30932,MAMRA
1519,275.6895,144.3297,0,30433,723.1859,0.5098,0.9885,1.3676,1.9101,0.852,0.7827,30787.5,MAMRA
1520,275.7749,143.7065,0,30420.5,721.7716,0.5093,0.9874,1.3628,1.919,0.8535,0.7795,30809,MAMRA
1521,253.492,135.4983,0,26813.5,669.2275,0.5313,0.9897,1.3292,1.8708,0.8452,0.7576,27093,MAMRA
1522,256.3274,135.9219,0,27083.5,672.7422,0.5248,0.9893,1.3298,1.8858,0.8478,0.7569,27376.5,MAMRA
1523,257.0156,136.1355,0,27192,668.1564,0.5241,0.991,1.3065,1.8879,0.8482,0.7539,27438,MAMRA
1524,252.665,137.3504,0,27104,702.6417,0.5406,0.9854,1.4495,1.8396,0.8393,0.7544,27505,MAMRA
1525,219.3431,0,72.6189,12255,522.6762,0.3243,0.953,1.774,0,0,0.6856,12859.5,MAMRA
1526,226.7236,0,74.2039,12877.5,536.0904,0.319,0.9533,1.776,0,0,0.6844,13508.5,MAMRA
1527,230.6689,0,74.5597,13003,538.333,0.3112,0.9522,1.7736,0,0,0.6799,13655.5,MAMRA
1528,228.5938,0,74.1265,12930,536.6762,0.3151,0.9528,1.7726,0,0,0.6872,13570,MAMRA
1529,245.5712,0,80.3176,13836.5,569.8061,0.2921,0.9786,1.8673,0,0,0.7768,14139,MAMRA
1530,244.0706,0,80.6242,13682,572.5341,0.2924,0.9669,1.9065,0,0,0.7547,14150.5,MAMRA
1531,249.1922,0,78.8748,13896,579.7056,0.2849,0.9669,1.9245,0,0,0.7633,14372,MAMRA
1532,254.4725,0,78.8732,14220,587.7056,0.2796,0.9633,1.9329,0,0,0.7614,14761,MAMRA
1533,0,149.1403,80.325,9242.5,404.4924,0,0.9716,1.4087,0,0,0.768,9512.5,MAMRA
1534,0,154.6615,83.2562,9765.5,415.8061,0,0.9697,1.4089,0,0,0.7621,10071,MAMRA
1535,0,155.5904,83.2338,9795.5,416.9777,0,0.9738,1.4125,0,0,0.7644,10059.5,MAMRA
1536,0,157.023,82.813,9840,419.7056,0,0.9676,1.4246,0,0,0.754,10169.5,MAMRA
1537,0,142.6053,85.6896,9241,394.8183,0,0.946,1.3423,0,0,0.6735,9768,MAMRA
1538,0,144.2283,87.1143,9581.5,398.2325,0,0.9452,1.3171,0,0,0.6748,10137,MAMRA
1539,0,146.0617,90.4482,10136.5,410.7178,0,0.9507,1.3243,0,0,0.6751,10662,MAMRA
1540,0,145.8851,90.2501,10123.5,408.2325,0,0.9502,1.31,0,0,0.6807,10654,MAMRA
1541,250.8654,159.9634,0,29919,712.6417,0.6053,0.9749,1.3508,1.5683,0.7703,0.7508,30688.5,MAMRA
1542,244.5915,158.8598,0,29420,714.8427,0.6261,0.9737,1.3822,1.5397,0.7604,0.7567,30214.5,MAMRA
1543,248.6195,161.0796,0,29566.5,719.4285,0.609,0.978,1.393,1.5435,0.7617,0.7638,30230.5,MAMRA
1544,248.2968,158.4169,0,29214.5,705.0853,0.6033,0.9778,1.3542,1.5674,0.77,0.7641,29878.5,MAMRA
1545,281.4559,173.1053,0,36129,817.6123,0.5807,0.9636,1.4724,1.6259,0.7885,0.7529,37494.5,MAMRA
1546,287.3093,169.4938,0,36188.5,805.7128,0.5582,0.9704,1.4275,1.6951,0.8075,0.7721,37291.5,MAMRA
1547,282.4093,176.2633,0,36538,809.4701,0.5833,0.9756,1.4271,1.6022,0.7813,0.7659,37453,MAMRA
1548,285.044,172.0666,0,36921.5,818.0559,0.5786,0.9731,1.4424,1.6566,0.7973,0.7729,37942.5,MAMRA
1549,264.6841,0,89.0269,15939.5,872.6001,0.2897,0.8483,3.8014,0,0,0.6284,18790,MAMRA
1550,286.0875,0,89.5963,17107,693.5879,0.2661,0.8561,2.2378,0,0,0.6216,19983,MAMRA
1551,275.6305,0,89.0623,16253.5,894.7422,0.2724,0.8391,3.9196,0,0,0.6199,19369.5,MAMRA
1552,267.0802,0,87.7834,15684,846.4996,0.28,0.8374,3.6357,0,0,0.6003,18729,MAMRA
1553,258.4904,0,86.5017,15018.5,825.4285,0.2862,0.8202,3.6101,0,0,0.5917,18311,MAMRA
1554,264.0847,0,89.2833,16036.5,1043.1097,0.2928,0.809,5.3993,0,0,0.5888,19823,MAMRA
1555,261.2059,0,87.8599,15625.5,982.4823,0.2916,0.8008,4.9159,0,0,0.6017,19513.5,MAMRA
1556,261.6255,0,88.3847,15074,791.8721,0.2804,0.8062,3.3103,0,0,0.5688,18698.5,MAMRA
1557,196.4215,0,87.6441,13369,501.9899,0.4412,0.9766,1.5,0,0,0.7266,13690,MAMRA
1558,196.0474,0,87.9951,13385.5,505.061,0.4434,0.9681,1.5165,0,0,0.7311,13826,MAMRA
1559,200.6668,0,88.1743,13681,527.5046,0.4326,0.9543,1.6185,0,0,0.7134,14336.5,MAMRA
1560,203.0214,0,91.4018,14065.5,555.061,0.4345,0.9557,1.7431,0,0,0.7044,14718,MAMRA
1561,0,248.8694,114.287,22133,680.6417,0,0.9693,1.6657,0,0,0.6627,22833.5,MAMRA
1562,0,243.3719,112.9597,21200,662.1564,0,0.9742,1.6458,0,0,0.6627,21762,MAMRA
1563,0,244.3874,113.035,21513,671.8133,0,0.9739,1.6695,0,0,0.6619,22089.5,MAMRA
1564,0,243.8023,113.5126,21602.5,671.2275,0,0.9716,1.6597,0,0,0.6546,22233.5,MAMRA
1565,284.1346,161.9519,0,33932,781.1859,0.5351,0.9717,1.4312,1.7544,0.8217,0.7601,34921.5,MAMRA
1566,286.8196,162.0162,0,33700,761.1859,0.5216,0.9737,1.3682,1.7703,0.8252,0.7597,34609,MAMRA
1567,282.5951,162.7264,0,33737.5,760.2569,0.5379,0.976,1.3633,1.7366,0.8176,0.7558,34568,MAMRA
1568,285.0414,161.6523,0,33505.5,756.9432,0.5251,0.9758,1.3608,1.7633,0.8236,0.7607,34335,MAMRA
1569,304.4142,178.6747,0,39824,812.2986,0.5472,0.9904,1.3185,1.7037,0.8096,0.768,40212,MAMRA
1570,301.0092,178.3161,0,39954.5,818.5412,0.5615,0.9898,1.3345,1.6881,0.8056,0.7661,40364.5,MAMRA
1571,304.7157,180.5774,0,40005,816.6417,0.5486,0.9901,1.3266,1.6875,0.8055,0.7715,40405.5,MAMRA
1572,303.5551,178.956,0,39788,814.7838,0.5498,0.9891,1.3278,1.6963,0.8077,0.763,40224.5,MAMRA
1573,270.0102,0,70.4263,13471.5,599.5462,0.2353,0.9035,2.1233,0,0,0.6773,14910,MAMRA
1574,264.6188,0,69.8449,13438.5,599.2031,0.2444,0.9055,2.1261,0,0,0.6756,14840.5,MAMRA
1575,265.0515,0,71.1588,13585,603.7889,0.2462,0.904,2.1355,0,0,0.6665,15027.5,MAMRA
1576,266.6852,0,70.6069,13566.5,601.8894,0.2429,0.9053,2.125,0,0,0.6794,14985.5,MAMRA
1577,298.2874,0,86.6291,17430.5,689.4874,0.2494,0.8781,2.1704,0,0,0.6349,19851,MAMRA
1578,295.611,0,87.1,17303,688.9016,0.2521,0.8759,2.1826,0,0,0.6302,19755,MAMRA
1579,296.567,0,86.7633,17373,687.73,0.2515,0.8757,2.1665,0,0,0.6328,19840,MAMRA
1580,301.5659,0,88.2234,17859,695.73,0.25,0.8776,2.1568,0,0,0.6305,20350,MAMRA
1581,0,178.4189,73.6995,10175,449.8478,0,0.9725,1.5827,0,0,0.6925,10462.5,MAMRA
1582,0,179.3759,73.925,10247.5,453.1198,0,0.979,1.5944,0,0,0.721,10467,MAMRA
1583,0,183.3274,72.9259,10280,454.1909,0,0.9744,1.5969,0,0,0.7195,10550,MAMRA
1584,0,183.8314,73.7603,10415,461.0193,0,0.9745,1.6239,0,0,0.7347,10688,MAMRA
1585,0,209.4136,79.5908,13054,522.132,0,0.9745,1.6619,0,0,0.6543,13395.5,MAMRA
1586,0,210.4809,79.3699,13098,523.4457,0,0.9744,1.6647,0,0,0.6466,13442.5,MAMRA
1587,0,212.4128,79.9313,13259,525.931,0,0.9744,1.6601,0,0,0.6515,13608,MAMRA
1588,0,215.383,79.5729,13374,524.6173,0,0.979,1.6376,0,0,0.6578,13660.5,MAMRA
1589,212.0069,130.8648,0,21233.5,621.4285,0.6015,0.9663,1.4473,1.62,0.7868,0.7097,21973.5,MAMRA
1590,211.9079,131.8547,0,21326.5,621.7716,0.6047,0.97,1.4426,1.6071,0.7828,0.7128,21986,MAMRA
1591,213.0354,135.3438,0,21535.5,673.0853,0.6042,0.9562,1.6741,1.574,0.7723,0.6877,22522,MAMRA
1592,209.1821,132.7067,0,21028,618.7006,0.6119,0.9705,1.4486,1.5763,0.773,0.7004,21667,MAMRA
1593,219.3273,148.2663,0,24660,652.0732,0.6527,0.9743,1.3721,1.4793,0.7369,0.7473,25311.5,MAMRA
1594,222.2825,146.8311,0,24728,636.2153,0.6372,0.9797,1.3026,1.5139,0.7508,0.7646,25240.5,MAMRA
1595,218.8202,147.5048,0,24716,647.73,0.6572,0.9741,1.3508,1.4835,0.7386,0.749,25373.5,MAMRA
1596,222.6755,147.0738,0,24807.5,643.9726,0.637,0.9775,1.3303,1.514,0.7508,0.7619,25379.5,MAMRA
1597,219.4995,100.9242,0,16547.5,616.3158,0.4373,0.9258,1.8267,2.1749,0.888,0.6433,17873,MAMRA
1598,218.5809,100.1071,0,16490,611.3869,0.4394,0.9232,1.8039,2.1835,0.889,0.6525,17861.5,MAMRA
1599,220.4148,101.3976,0,16608,622.3574,0.4353,0.9291,1.8559,2.1738,0.8879,0.6283,17876,MAMRA
1600,218.973,100.6836,0,16404.5,591.4874,0.4356,0.9412,1.6971,2.1749,0.888,0.6712,17428.5,MAMRA
1601,195.1857,96.1349,0,14622,575.1026,0.4887,0.9278,1.8,2.0303,0.8703,0.656,15760,MAMRA
1602,195.3855,94.201,0,14115.5,558.5168,0.4708,0.9473,1.7586,2.0741,0.8761,0.6957,14900,MAMRA
1603,191.5956,93.8094,0,13986,553.3036,0.4851,0.9545,1.7419,2.0424,0.8719,0.732,14653,MAMRA
1604,191.8209,92.2575,0,13783.5,534.86,0.477,0.9554,1.6516,2.0792,0.8767,0.7035,14427,MAMRA
1605,0,143.442,88.938,8524,446.1909,0,0.8582,1.8586,0,0,0.5938,9932,MAMRA
1606,0,143.8112,88.9794,8772,435.9899,0,0.8716,1.7244,0,0,0.5928,10064.5,MAMRA
1607,0,145.6517,92.0176,8888,464.8183,0,0.8553,1.9344,0,0,0.5868,10391.5,MAMRA
1608,0,148.1722,93.6465,9194.5,495.2031,0,0.8432,2.1224,0,0,0.5634,10904.5,MAMRA
1609,0,128.302,102.4667,10098.5,398.4335,0,0.9731,1.251,0,0,0.7385,10377.5,MAMRA
1610,0,128.3014,105.6382,10326,402.1909,0,0.9758,1.2466,0,0,0.7355,10582.5,MAMRA
1611,0,130.5024,105.557,10622.5,403.6051,0,0.9803,1.2203,0,0,0.7508,10836.5,MAMRA
1612,0,128.051,110.0522,10835,433.1615,0,0.9635,1.378,0,0,0.7138,11246,MAMRA
1613,208.7251,118.0073,0,18360.5,564.5168,0.5366,0.9811,1.3812,1.7687,0.8248,0.726,18715,MAMRA
1614,210.7742,117.7832,0,18644,567.1026,0.5343,0.9823,1.3727,1.7895,0.8293,0.7277,18979,MAMRA
1615,212.2126,118.2126,0,18647,566.2742,0.5272,0.9813,1.3685,1.7952,0.8305,0.7278,19002,MAMRA
1616,212.4059,117.25,0,18537,564.2742,0.5231,0.9822,1.3669,1.8116,0.8338,0.733,18873,MAMRA
1617,212.7046,130.6664,0,21324.5,594.6589,0.6001,0.9858,1.3196,1.6278,0.7891,0.7347,21632,MAMRA
1618,215.7829,131.6915,0,21583,600.9016,0.5902,0.9845,1.3313,1.6385,0.7922,0.7313,21922,MAMRA
1619,214.9219,132.1011,0,21651.5,599.1442,0.5968,0.9865,1.3194,1.627,0.7888,0.7283,21948,MAMRA
1620,217.1017,132.0104,0,21610,598.9016,0.5838,0.986,1.3208,1.6446,0.7939,0.7303,21916.5,MAMRA
1621,191.6767,0,73.6604,10744,470.8772,0.3723,0.9829,1.6423,0,0,0.725,10930.5,MAMRA
1622,188.9918,0,72.7922,10545.5,463.1198,0.3759,0.9815,1.6185,0,0,0.7189,10744.5,MAMRA
1623,187.2601,0,73.796,10535,468.5341,0.3825,0.9805,1.6582,0,0,0.7089,10745,MAMRA
1624,186.9583,0,70.4848,10095,452.5341,0.3677,0.9808,1.6143,0,0,0.7218,10292.5,MAMRA
1625,159.2403,0,68.1801,8289,398.5929,0.4162,0.9809,1.5253,0,0,0.7571,8450.5,MAMRA
1626,156.4662,0,68.8067,8176,399.4214,0.4252,0.9776,1.5528,0,0,0.7515,8363.5,MAMRA
1627,156.0432,0,67.2325,8046,393.7645,0.4207,0.9793,1.5335,0,0,0.7601,8216,MAMRA
1628,154.7952,0,67.7066,8026.5,396.8356,0.4265,0.9781,1.5613,0,0,0.7518,8206,MAMRA
1629,0,149.1723,90.9626,10445.5,409.7473,0,0.9808,1.2791,0,0,0.7303,10650.5,MAMRA
1630,0,151.1196,91.1925,10577,412.6762,0,0.9812,1.2813,0,0,0.7373,10779.5,MAMRA
1631,0,150.8678,92.2849,10717.5,414.9188,0,0.9807,1.2783,0,0,0.7317,10928,MAMRA
1632,0,151.6775,92.6977,10911,418.333,0,0.9816,1.2764,0,0,0.7352,11115,MAMRA
1633,0,178.6569,100.6717,13427,473.73,0,0.966,1.3301,0,0,0.6598,13899,MAMRA
1634,0,175.3955,101.7556,13474,474.9016,0,0.968,1.332,0,0,0.6621,13919.5,MAMRA
1635,0,181.2159,101.2391,13627.5,475.9727,0,0.9684,1.3229,0,0,0.6602,14071.5,MAMRA
1636,0,182.5377,105.3644,14205,487.3869,0,0.9648,1.3308,0,0,0.6599,14722.5,MAMRA
1637,294.0008,186.7584,0,41924,862.3818,0.6176,0.9781,1.4116,1.5742,0.7723,0.7639,42862.5,REGULAR
1638,295.5354,191.0282,0,42724,937.9798,0.6228,0.957,1.6387,1.5471,0.763,0.7691,44645,REGULAR
1639,293.9239,196.4062,0,43594.5,956.5656,0.6425,0.9602,1.6703,1.4965,0.744,0.7354,45399.5,REGULAR
1640,288.2321,187.3594,0,41287.5,879.6539,0.6328,0.9663,1.4914,1.5384,0.7599,0.7763,42725.5,REGULAR
1641,294.7073,180.7847,0,40451,873.2102,0.593,0.9649,1.5,1.6302,0.7897,0.7483,41920.5,REGULAR
1642,279.5098,188.1246,0,40291,834.3229,0.6566,0.9829,1.3748,1.4858,0.7396,0.6816,40993.5,REGULAR
1643,281.3728,178.7164,0,39234,791.0681,0.631,0.9907,1.2693,1.5744,0.7724,0.7377,39602,REGULAR
1644,298.5611,190.4725,0,42673,1002.6661,0.6095,0.9565,1.8748,1.5675,0.7701,0.7677,44612.5,REGULAR
1645,0,130.9458,112.9233,11659.5,521.8894,0,0.9418,1.8589,0,0,0.7292,12380.5,REGULAR
1646,0,131.6451,114.4252,11786,506.4752,0,0.9345,1.732,0,0,0.7198,12612,REGULAR
1647,0,133.729,110.2801,11512,423.8478,0,0.9759,1.2418,0,0,0.7527,11796,REGULAR
1648,0,138.6085,114.0466,12200,507.3036,0,0.9354,1.6787,0,0,0.7524,13042,REGULAR
1649,0,154.7332,135.585,16415.5,511.5462,0,0.976,1.2685,0,0,0.7737,16818.5,REGULAR
1650,0,156.8811,137.5152,16850.5,548.5168,0,0.9697,1.4209,0,0,0.7728,17376.5,REGULAR
1651,0,154.682,135.3834,16447,501.6467,0,0.9789,1.2176,0,0,0.7696,16802,REGULAR
1652,0,154.0311,134.6918,16225.5,497.7473,0,0.9812,1.2151,0,0,0.7747,16536,REGULAR
1653,266.114,0,139.8157,29170,723.9554,0.5245,0.9828,1.4298,0,0,0.7313,29680,REGULAR
1654,267.5651,0,141.1212,29673,736.1564,0.5277,0.9796,1.4533,0,0,0.7361,30292,REGULAR
1655,267.9778,0,140.6282,29550.5,719.2275,0.5239,0.9841,1.393,0,0,0.7408,30028,REGULAR
1656,267.0435,0,140.1696,29428,719.328,0.5254,0.9851,1.3992,0,0,0.7351,29872.5,REGULAR
1657,253.2579,137.745,0,27015.5,682.2569,0.5363,0.9832,1.3711,1.8386,0.8392,0.7472,27476,REGULAR
1658,256.1655,139.9967,0,27786,692.4996,0.5391,0.9845,1.3734,1.8298,0.8375,0.7515,28223,REGULAR
1659,258.7968,140.5642,0,28109.5,699.5706,0.5344,0.9808,1.3855,1.8411,0.8396,0.752,28659.5,REGULAR
1660,264.4453,142.7079,0,29205,709.8133,0.5317,0.9832,1.3728,1.8531,0.8419,0.7454,29704,REGULAR
1661,225.1963,142.5739,0,24626.5,719.0853,0.6183,0.9586,1.6709,1.5795,0.7741,0.7106,25691,REGULAR
1662,224.3186,144.3129,0,24889,649.0437,0.6298,0.9742,1.3469,1.5544,0.7656,0.7394,25547.5,REGULAR
1663,226.5432,141.5367,0,24728.5,661.2864,0.6135,0.977,1.4073,1.6006,0.7808,0.748,25311.5,REGULAR
1664,225.2522,146.6064,0,25114.5,720.8843,0.6302,0.9607,1.6466,1.5364,0.7592,0.6985,26141.5,REGULAR
1665,207.7406,125.7374,0,19903.5,580.6589,0.5872,0.9743,1.348,1.6522,0.796,0.7408,20428.5,REGULAR
1666,206.7388,124.9696,0,19797,589.931,0.5897,0.9747,1.3989,1.6543,0.7966,0.735,20310.5,REGULAR
1667,202.4412,121.7803,0,18862.5,560.6589,0.586,0.9809,1.3261,1.6623,0.7988,0.7291,19230,REGULAR
1668,209.3363,123.1979,0,19677.5,576.6589,0.5717,0.9759,1.3448,1.6992,0.8085,0.7454,20164,REGULAR
1669,0,149.0735,109.3024,12691.5,489.2031,0,0.951,1.5006,0,0,0.6881,13346,REGULAR
1670,0,144.5052,106.9646,11956.5,491.0021,0,0.9374,1.6045,0,0,0.684,12755.5,REGULAR
